,TOV_team,F_tech,team_score,opponent_team_score,largest_lead,OT_length_min_tot,rest_days,attendance,tz_dif_H_E,prev_game_dist,home_away_NS,travel_dist,shooting_efficiency,rebound_score,assist_turnover_ratio,defensive_impact
texas_am_aggies,0.3103448275862069,0.06896551724137931,69.34482758620689,67.44827586206897,14.862068965517242,,,,-0.10344827586206896,,0.2413793103448276,693.0,0.4546134979462545,39.206896551724135,0.9481089757249589,-8.241379310344827
texas_am_corpus_christi_islanders,0.41379310344827586,0.0,63.58620689655172,57.44827586206897,15.10344827586207,,,,,,-0.06896551724137931,,0.4484111281781822,40.13793103448276,0.8127253369472702,-3.9655172413793105
james_madison_dukes,0.4827586206896552,0.3103448275862069,63.55172413793103,64.58620689655173,10.551724137931034,,,1629.5172413793102,,,0.034482758620689655,172.79310344827587,0.43009525776918406,39.96551724137931,0.5648957284099853,-7.9655172413793105
virginia_cavaliers,0.7407407407407407,0.2222222222222222,55.03703703703704,65.48148148148148,5.703703703703703,,,1798.2222222222222,,,0.07407407407407407,417.55555555555554,0.3957169736648009,35.074074074074076,0.607616949204347,-8.148148148148149
richmond_spiders,0.7333333333333333,0.0,70.5,67.06666666666666,13.933333333333334,,,,0.03333333333333333,,0.03333333333333333,223.43333333333334,0.45266738287423436,37.2,0.9063988980924303,-3.933333333333333
charlotte_49ers,0.8064516129032258,0.03225806451612903,63.61290322580645,58.12903225806452,13.709677419354838,,,,-0.06451612903225806,,-0.03225806451612903,558.7096774193549,0.43612810092041493,38.03225806451613,0.7947875125806314,-3.935483870967742
north_dakota_fighting_hawks,0.6551724137931034,0.034482758620689655,66.79310344827586,68.86206896551724,10.241379310344827,,,,,,-0.13793103448275862,,0.45133029481466896,38.93103448275862,0.8557523869708527,-5.793103448275862
bucknell_bison,0.46875,0.0625,62.4375,54.46875,15.375,,,602.21875,0.0,,-0.03125,159.1875,0.4450988303684895,34.84375,1.1144694870725251,-2.90625
creighton_bluejays,0.4482758620689655,0.034482758620689655,74.82758620689656,63.44827586206897,18.06896551724138,,,,0.034482758620689655,,0.06896551724137931,594.1724137931035,0.4603907875793778,35.89655172413793,1.7683230611422667,-5.344827586206897
northern_iowa_panthers,0.5806451612903226,0.03225806451612903,68.2258064516129,58.225806451612904,17.64516129032258,,,,,,-0.03225806451612903,,0.4438790527134527,37.41935483870968,1.154104531463964,-3.4516129032258065
temple_owls,0.9642857142857143,0.10714285714285714,59.714285714285715,61.42857142857143,8.964285714285714,,,,-0.03571428571428571,,-0.03571428571428571,689.8571428571429,0.4187406704298127,38.67857142857143,0.7125983965100339,-6.75
villanova_wildcats,0.6666666666666666,0.0,65.56666666666666,60.833333333333336,13.766666666666667,,,,0.0,,-0.03333333333333333,275.6666666666667,0.429246193055812,35.2,1.2780714389383117,-3.4
xavier_musketeers,0.5333333333333333,0.06666666666666667,62.333333333333336,72.83333333333333,6.266666666666667,,,,,,-0.03333333333333333,395.1,0.4404071204998577,36.3,0.8060170746338694,-6.133333333333334
eastern_kentucky_colonels,0.3870967741935484,0.22580645161290322,67.0,66.64516129032258,10.870967741935484,,,,,,-0.16129032258064516,,0.43968327473097507,38.67741935483871,0.7071574010532244,-4.483870967741935
illinois_fighting_illini,0.37037037037037035,0.07407407407407407,64.37037037037037,74.44444444444444,7.37037037037037,,,,,,0.25925925925925924,235.88888888888889,0.4252594177597477,36.7037037037037,0.7911719782666907,-5.222222222222222
middle_tennessee_blue_raiders,0.8,0.03333333333333333,68.03333333333333,56.96666666666667,17.866666666666667,,,,0.06666666666666667,,0.0,449.5,0.42210497670785835,35.9,1.0027210554609935,-5.466666666666667
arizona_wildcats,0.8076923076923077,0.11538461538461539,68.5,57.38461538461539,17.923076923076923,,,,-0.038461538461538464,,0.19230769230769232,968.3461538461538,0.4603564251115938,32.76923076923077,1.167442351316488,-2.6153846153846154
rutgers_scarlet_knights,1.3870967741935485,0.0967741935483871,58.41935483870968,60.0,9.096774193548388,,,,-0.06451612903225806,,0.1935483870967742,652.0645161290323,0.42841749793114653,37.32258064516129,0.6725256342756976,-4.935483870967742
presbyterian_blue_hose,0.6666666666666666,0.0,59.93333333333333,63.166666666666664,7.6,,,,,,-0.1,,0.4392378664673366,35.733333333333334,0.6198475279205639,-6.433333333333334
jacksonville_dolphins,0.6666666666666666,0.3333333333333333,59.333333333333336,58.7037037037037,10.296296296296296,,,,,,-0.07407407407407407,,0.41818301398618163,33.370370370370374,0.6217979309482577,-4.518518518518518
unc_pembroke_braves,2.0,0.0,65.0,45.0,20.0,,,,,,0.0,,0.4444444444444444,42.0,1.3076923076923077,-12.0
winthrop_eagles,0.7,0.0,51.63333333333333,68.46666666666667,5.733333333333333,,,,,,-0.1,,0.3877125933579181,35.733333333333334,0.479292021203734,-7.633333333333334
stephen_f_austin_ladyjacks,0.9655172413793104,0.27586206896551724,74.48275862068965,55.3448275862069,23.06896551724138,,,,,,-0.034482758620689655,,0.4680501555244709,35.724137931034484,1.132781589990988,-0.5172413793103449
ball_state_cardinals,0.7741935483870968,0.0,71.90322580645162,68.03225806451613,12.03225806451613,,,,-0.06451612903225806,,0.03225806451612903,288.2903225806452,0.4408141791011032,35.0,1.1932054665930627,-5.612903225806452
norfolk_state_spartans,0.5384615384615384,0.6923076923076923,60.96153846153846,55.84615384615385,14.692307692307692,,,,,,-0.07692307692307693,,0.40570052709804894,36.46153846153846,0.7163487892251373,-2.8461538461538463
air_force_falcons,1.1290322580645162,0.0967741935483871,62.064516129032256,58.16129032258065,11.483870967741936,,,,,,-0.06451612903225806,,0.4154343088233884,34.225806451612904,1.0516132005138796,-4.548387096774194
saint_louis_billikens,0.7777777777777778,0.0,59.81481481481482,64.07407407407408,8.296296296296296,,,,,,-0.07407407407407407,656.5925925925926,0.40845866709190687,39.18518518518518,0.8156716295103522,-1.4444444444444444
liberty_flames,0.7666666666666667,0.03333333333333333,67.0,51.8,21.5,,,,,,0.13333333333333333,,0.4625601928024518,42.06666666666667,1.0904346208175795,-6.9
navy_midshipmen,0.5806451612903226,0.12903225806451613,55.096774193548384,62.74193548387097,5.0,,,,0.0,,0.0967741935483871,132.16129032258064,0.38275059208053974,35.16129032258065,0.7717104134920973,-6.67741935483871
idaho_vandals,0.4375,0.03125,68.46875,70.125,11.40625,,,,,,0.0,,0.41241585083726384,37.1875,1.3323962485098317,-5.5625
nevada_wolf_pack,0.4482758620689655,0.0,67.13793103448276,62.10344827586207,11.793103448275861,,,,,,-0.034482758620689655,,0.4400033373630521,35.55172413793103,1.123566477503344,-5.724137931034483
south_carolina_state_lady_bulldogs,1.3333333333333333,0.0,49.4,75.53333333333333,,,,,0.0,,-0.7333333333333333,568.7333333333333,0.3428342049346159,37.53333333333333,0.4019675046506832,-6.466666666666667
jacksonville_state_gamecocks,0.5172413793103449,0.034482758620689655,67.37931034482759,58.275862068965516,15.689655172413794,,,,,,-0.034482758620689655,,0.421044722703409,38.93103448275862,0.9096613087338509,-8.0
massachusetts_minutewomen,0.375,0.03125,71.53125,60.78125,15.75,,,,,,0.0625,404.1875,0.45443789860352596,40.53125,1.0444162251147546,-4.21875
kent_state_golden_flashes,0.7586206896551724,0.13793103448275862,68.65517241379311,61.3448275862069,14.275862068965518,,,,,,0.0,,0.44430392840510186,38.793103448275865,0.8831265974041143,-6.655172413793103
penn_state_lady_lions,0.6206896551724138,0.06896551724137931,70.58620689655173,74.89655172413794,10.10344827586207,,,,0.10344827586206896,,0.034482758620689655,492.13793103448273,0.4433614684861479,33.206896551724135,0.8846973667830307,-1.896551724137931
iowa_state_cyclones,0.46875,0.03125,76.875,63.75,20.96875,,,,0.0625,,0.15625,514.5625,0.4814182495822883,39.71875,1.0904826900932747,-3.65625
drexel_dragons,0.7096774193548387,0.0967741935483871,65.58064516129032,55.806451612903224,15.483870967741936,,,,-0.0967741935483871,,0.22580645161290322,394.3225806451613,0.45099337684026125,35.903225806451616,1.5586220020755124,-3.6774193548387095
fresno_state_bulldogs,0.6551724137931034,0.13793103448275862,69.34482758620689,69.13793103448276,11.03448275862069,,,,,,-0.10344827586206896,,0.45236851827946645,36.0,1.1366703227815431,-5.793103448275862
